"fid","CAT_LU","PA","PA_norm","FR.analysis.5_NP","FR.analysis.5_FR","Fragmentation","proximity.analysis.5_PI","Proximity","LC_EVAPO_Evapotranspirating","LC_analysis_ET_score","ET_score_2","SuitKey2","compat_key","unique_compat_Compatibility","Suitability.matrix_2_PLU"
2178,"Farmlands",3.11850660661303,0.105220226255551,12,1.168,2,0.018726,"Low",99.99,60.0264,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2181,"Farmlands",0.197507202286413,0.00666400785158129,29,1.652,3,0.081657,"High",100,64.2004,"C","Farmlands_C_3_High","Farmlands_Urban Gardens_C","false","Urban Gardens"
2183,"Farmlands",0.486094568406872,0.0164011133921938,16,1.348,2,0.02984,"Low",100,58,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2187,"Farmlands",3.04979908653319,0.102901994576026,8,1.079,2,0.022799,"Low",100,58.8847,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2188,"Woods and shrubs",2.46960912767848,0.083326047995559,7,1.076,2,0.022576,"Low",100,65.8479,"C","Woods and shrubs_C_2_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
2198,"Farmlands",0.783367235215229,0.0264312660283424,17,1.36,2,0.059912,"Low",97.9,64.0824,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2200,"Farmlands",0.210842864259807,0.00711396084098093,16,1.357,2,0.045509,"Low",87.97,55.5166,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2213,"Farmlands",0.450492432799935,0.015199876634895,11,1.235,2,0.047059,"Low",100,58.4122,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2221,"Farmlands",0.264239906053618,0.00891560808040238,17,1.377,3,0.02427,"Low",100,58.3768,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2233,"Farmlands",1.36664953402343,0.0461115499569738,20,1.409,3,0.048176,"Low",98.18,62.8352,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2236,"Farmlands",25.1334503840441,0.848017230549981,15,0.493,1,0.028613,"Low",97.71,59.4919,"C","Farmlands_C_1_Low","Farmlands_Natural Park_C","false","Natural Park"
2252,"Woods and shrubs",5.53628722641246,0.186797550258044,16,1.177,2,0.024209,"Low",99.98,69.9302,"C","Woods and shrubs_C_2_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
2254,"Farmlands",3.85525291227152,0.130078475011523,7,1.029,2,0.028756,"Low",99.98,57.9884,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2259,"Farmlands",0.245731819521563,0.00829113447873341,20,1.447,3,0.076258,"High",100,64.0888,"C","Farmlands_C_3_High","Farmlands_Urban Gardens_C","false","Urban Gardens"
2260,"Woods and shrubs",0.639156222607977,0.0215655026071908,19,1.41,3,0.07819,"High",100,69.8836,"C","Woods and shrubs_C_3_High","Woods and shrubs_Urban Gardens_C","true","Urban Gardens"
2264,"Farmlands",2.38029679972664,0.080312598117154,17,1.306,2,0.04826,"Low",87.99,54.0948,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2265,"Farmlands",0.402190922477189,0.0135701555902556,15,1.327,2,0.030858,"Low",100,58.045,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2270,"Farmlands",13.9139890839982,0.469466082396931,10,0.758,2,0.024378,"Low",87.62,52.5086,"B","Farmlands_B_2_Low","Farmlands_Community Supported Agriculture_B","true","Community Supported Agriculture"
2281,"Farmlands",5.06958306193032,0.171050680369398,3,0.897,2,0.015734,"Low",99.78,58.0413,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2285,"Farmlands",0.456292600429291,0.0153955776633894,17,1.371,2,0.021751,"Low",100,58.336,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2287,"Woods and shrubs",0.0366469317049487,0.00123648878517349,2,1.044,2,0.01548,"Low",94.97,60.7808,"C","Woods and shrubs_C_2_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
2290,"Farmlands",10.4168338124231,0.351470030009028,13,0.944,2,0.018405,"Low",99.12,57.5808,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2298,"Farmlands",3.46426039504069,0.116886160125926,19,1.315,2,0.050758,"Low",99.16,58.2226,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2299,"Farmlands",3.11556465176332,0.105120962988235,35,1.69,3,0.058703,"Low",98.2,60.1408,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2304,"Farmlands",5.9639088923653,0.20122575392063,19,1.231,2,0.049481,"Low",100,58.0966,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2307,"Farmlands",1.66081400429065,0.0560368302344711,34,1.717,3,0.057979,"Low",100,58.1254,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2309,"Collective spaces",0.214377922207862,0.00723323575171291,25,1.561,3,0.114424,"High",90.9,57.4032,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
2310,"Farmlands",3.35201703060177,0.113099003742514,38,1.751,3,0.101397,"High",99.15,58.1335,"C","Farmlands_C_3_High","Farmlands_Urban Gardens_C","false","Urban Gardens"
2312,"Farmlands",6.9568882541977,0.234729454986242,19,1.197,2,0.04894,"Low",99.66,57.9768,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2315,"Parks and public gardens",0.280881126541587,0.00947709253619911,39,1.877,3,0.18779,"High",75.04,48.0256,"B","Parks and public gardens_B_3_High","Parks and public gardens_Allotment gardens_B","false","Allotment gardens"
2316,"Parks and public gardens",1.91653652926791,0.0646650569246724,38,1.799,3,0.351676,"High",64.45,41.2546,"B","Parks and public gardens_B_3_High","Parks and public gardens_Allotment gardens_B","false","Allotment gardens"
2320,"Farmlands",7.09516069288626,0.239394847470216,13,1.056,2,0.03209,"Low",99.98,59.5892,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2323,"Farmlands",2.95280923016513,0.0996295004245311,14,1.218,2,0.039841,"Low",99.97,58.015,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2327,"Farmlands",1.31421632069539,0.0443424228504341,13,1.251,2,0.039908,"Low",99.41,58.0082,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2332,"Parks and public gardens",0.33373536268748,0.0112604251974293,6,1.125,2,0.163401,"High",88.77,56.8128,"C","Parks and public gardens_C_2_High","Parks and public gardens_Wild spaces_C","false","Wild spaces"
2334,"Farmlands",0.0494705225563092,0.00166916419715674,11,1.248,2,0.140954,"High",82.65,52.896,"B","Farmlands_B_2_High","Farmlands_Community Supported Agriculture_B","true","Community Supported Agriculture"
2342,"Collective spaces",0.579452967980196,0.0195510800798161,8,1.162,2,0.155185,"High",97.48,62.3872,"C","Collective spaces_C_2_High","Collective spaces_Wild spaces_C","false","Wild spaces"
2348,"Farmlands",0.019195440701591,0.000647665331031654,9,1.204,2,0.027534,"Low",86.49,55.3536,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2351,"Woods and shrubs",0.399279893365118,0.0134719357753099,5,1.101,2,0.027707,"Low",100,69.8198,"C","Woods and shrubs_C_2_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
2359,"Farmlands",1.70728053123646,0.0576046378729668,10,1.169,2,0.028818,"Low",78.45,50.1414,"B","Farmlands_B_2_Low","Farmlands_Community Supported Agriculture_B","true","Community Supported Agriculture"
2360,"Farmlands",3.66175725894413,0.123549819154454,10,1.103,2,0.032489,"Low",99.87,57.9762,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2362,"Allotment gardens",2.40294833831496,0.0810768742005348,10,1.146,2,0.035179,"Low",78.68,46.8026,"B","Allotment gardens_B_2_Low","Allotment gardens_Community Supported Agriculture_B","true","Community Supported Agriculture"
2363,"Farmlands",2.96619719035499,0.100081217986165,8,1.082,2,0.036372,"Low",99.48,58.2554,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2366,"Woods and shrubs",0.772853449058149,0.0260765247698488,13,1.269,2,0.035374,"Low",94.3,63.09,"C","Woods and shrubs_C_2_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
2369,"Farmlands",2.75107937568072,0.0928230178324028,8,1.089,2,0.033542,"Low",99.89,59.726,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2371,"Allotment gardens",1.40866705221597,0.0475292454531257,13,1.247,2,0.044053,"Low",83.69,50.93,"B","Allotment gardens_B_2_Low","Allotment gardens_Community Supported Agriculture_B","true","Community Supported Agriculture"
2372,"Farmlands",8.45072174500637,0.285132265600044,15,1.056,2,0.053798,"Low",99.85,57.9484,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2389,"Farmlands",3.60096316910502,0.12149859121275,9,1.084,2,0.039713,"Low",99.44,57.6752,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2391,"Farmlands",1.94066780799727,0.065479260300851,6,1.071,2,0.046948,"Low",98.24,57.2282,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2392,"Farmlands",0.970858901889293,0.0327573438845319,6,1.103,2,0.043251,"Low",88.89,51.5826,"B","Farmlands_B_2_Low","Farmlands_Community Supported Agriculture_B","true","Community Supported Agriculture"
2397,"Farmlands",2.8249727352014,0.0953162227501224,11,1.155,2,0.035601,"Low",99.61,57.7906,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2413,"Farmlands",3.99854707894192,0.134913303517638,10,1.092,2,0.039092,"Low",100,58.0996,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2414,"Farmlands",2.78471298033244,0.0939578352106117,12,1.179,2,0.035176,"Low",100,58.999,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2429,"Woods and shrubs",0.137849450815326,0.00465112062717269,23,1.518,3,0.041569,"Low",93.17,65.219,"C","Woods and shrubs_C_3_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
2434,"Farmlands",1.14359798738356,0.0385856610733881,11,1.211,2,0.043961,"Low",98.97,63.0924,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2435,"Farmlands",0.0745478736846926,0.00251528860620015,22,1.497,3,0.040101,"Low",100,58.2916,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2442,"Farmlands",0.624106906909408,0.0210577299446488,10,1.206,2,0.050182,"Low",100,58.5682,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2444,"Woods and shrubs",1.21941662455971,0.0411438259787132,12,1.232,2,0.051552,"Low",87.35,60.2264,"C","Woods and shrubs_C_2_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
2448,"Farmlands",16.4730959791271,0.555811837107404,10,0.671,1,0.03803,"Low",94.48,58.2438,"C","Farmlands_C_1_Low","Farmlands_Natural Park_C","false","Natural Park"
2451,"Farmlands",0.371129807895767,0.0125221355228694,22,1.487,3,0.045309,"Low",94.68,60.8466,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2452,"Farmlands",0.883122913280642,0.0297970806121757,9,1.175,2,0.040254,"Low",100,58.2328,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2463,"Farmlands",0.211430365370121,0.00713378347006292,22,1.493,3,0.04407,"Low",100,59.2816,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2464,"Farmlands",0.383941343171921,0.0129544041727351,14,1.305,2,0.042669,"Low",99.69,64.6506,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2475,"Woods and shrubs",0.732605467406509,0.0247185344655363,17,1.361,2,0.039698,"Low",99.6,69.3918,"C","Woods and shrubs_C_2_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
2477,"Woods and shrubs",0.10721873089561,0.00361762232593823,17,1.382,3,0.035326,"Low",92.89,58.6408,"C","Woods and shrubs_C_3_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
2482,"Farmlands",0.163288313582062,0.0055094426491058,17,1.38,3,0.03894,"Low",100,64.273,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2485,"Farmlands",1.28789303659279,0.043454259938356,7,1.116,2,0.049854,"Low",99.03,64.6764,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2486,"Woods and shrubs",0.466413675312313,0.0157370686151426,24,1.529,3,0.038432,"Low",98.94,63.0306,"C","Woods and shrubs_C_3_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
2496,"Farmlands",0.114757967048316,0.00387200053764365,10,1.223,2,0.051429,"Low",99.99,63.1062,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2510,"Collective spaces",0.262397409397392,0.00885344117184684,17,1.377,3,0.206664,"High",80.13,51.2832,"B","Collective spaces_B_3_High","Collective spaces_Allotment gardens_B","true","Allotment gardens"
2545,"Farmlands",1.32690838756808,0.0447706605668986,14,1.273,2,0.088557,"High",90.93,58.1952,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
2559,"Woods and shrubs",0.015938085441701,0.000537760270476857,15,1.34,2,0.094601,"High",97.61,67.3466,"C","Woods and shrubs_C_2_High","Woods and shrubs_Wild spaces_C","true","Wild spaces"
2573,"Farmlands",1.01710641591439,0.0343177618997314,14,1.284,2,0.041984,"Low",99.89,59.186,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2579,"Woods and shrubs",0.0489334736035555,0.00165104385320774,20,1.453,3,0.065629,"Low",98.46,67.7646,"C","Woods and shrubs_C_3_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
2583,"Farmlands",6.10963757110137,0.20614272427946,11,1.044,2,0.070719,"High",99.75,64.221,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
2590,"Farmlands",1.59643944522676,0.0538647951791531,11,1.196,2,0.055172,"Low",99.99,64.354,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2591,"Collective spaces",1.45567361469949,0.0491152742046836,15,1.292,2,0.141009,"High",68.46,44.2776,"B","Collective spaces_B_2_High","Collective spaces_Community Supported Agriculture_B","true","Community Supported Agriculture"
2593,"Farmlands",0.343248317070538,0.011581397809904,11,1.238,2,0.058682,"Low",100,65.2918,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2600,"Farmlands",0.316494182858028,0.0106786977645868,7,1.148,2,0.059522,"Low",85.95,55.6158,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2611,"Farmlands",0.662499226216064,0.0223531091224114,7,1.137,2,0.050652,"Low",84.91,55.1796,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2612,"Farmlands",5.68443354022516,0.191796093030165,12,1.081,2,0.060088,"Low",99.79,63.8764,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2613,"Farmlands",0.918099768265313,0.0309772200376912,12,1.242,2,0.056927,"Low",99.78,63.3981,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2622,"Farmlands",0.00628831797717648,0.000212171505079471,14,1.318,2,0.280951,"High",37.69,24.1216,"A","Farmlands_A_2_High","Farmlands_Informal Recreational areas_A","false","Informal Recreational areas"
2625,"Farmlands",3.53713482861695,0.119344985889796,8,1.063,2,0.109823,"High",98.03,57.3422,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
2632,"Farmlands",4.27636492393869,0.144287039153279,10,1.083,2,0.06179,"Low",99.81,58.914,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2637,"Farmlands",1.20086331552984,0.0405178265436719,9,1.164,2,0.072212,"High",82.85,52.5428,"B","Farmlands_B_2_High","Farmlands_Community Supported Agriculture_B","true","Community Supported Agriculture"
2650,"Farmlands",6.08488961184592,0.205307713743744,7,0.954,2,0.042803,"Low",100,59.5984,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2652,"Farmlands",1.66367591602358,0.0561333928004837,12,1.217,2,0.056161,"Low",99.76,63.3565,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2654,"Woods and shrubs",22.9435331430462,0.774128149446192,10,0.453,1,0.055114,"Low",98.71,66.0376,"C","Woods and shrubs_C_1_Low","Woods and shrubs_Natural Park_C","true","Natural Park"
2670,"Farmlands",0.0212606062157909,0.000717345216332676,13,1.294,2,0.137067,"High",74.39,47.6096,"B","Farmlands_B_2_High","Farmlands_Community Supported Agriculture_B","true","Community Supported Agriculture"
2680,"Farmlands",0.776900226871246,0.026213065406382,14,1.292,2,0.122345,"High",88.23,53.3316,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
2687,"Farmlands",4.31317905752411,0.145529169427124,23,1.377,3,0.049083,"Low",99.5,58.355,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2690,"Farmlands",2.53629842195716,0.0855761835629954,13,1.209,2,0.040758,"Low",97.49,56.5502,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2694,"Woods and shrubs",9.44381752412136,0.318639894652465,13,0.976,2,0.079644,"High",97.6,67.435,"C","Woods and shrubs_C_2_High","Woods and shrubs_Wild spaces_C","true","Wild spaces"
2700,"Farmlands",2.15317167409364,0.0726492643096365,5,1.041,2,0.067387,"Low",95.2,62.1476,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2701,"Farmlands",0.178591008520354,0.00602576447453094,9,1.199,2,0.065246,"Low",99.97,61.2456,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2704,"Farmlands",0.423871813436393,0.0143016814582181,23,1.509,3,0.041974,"Low",93.69,54.912,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2706,"Woods and shrubs",0.841744668394086,0.028400954569092,15,1.313,2,0.099192,"High",95.62,64.2838,"C","Woods and shrubs_C_2_High","Woods and shrubs_Wild spaces_C","true","Wild spaces"
2712,"Woods and shrubs",0.199932654740345,0.00674584402772843,16,1.357,2,0.092965,"High",91.34,62.0106,"C","Woods and shrubs_C_2_High","Woods and shrubs_Wild spaces_C","true","Wild spaces"
2716,"Farmlands",2.30217971533671,0.0776768822663355,12,1.195,2,0.064431,"Low",99.59,58.769,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2721,"Farmlands",7.2408363430468,0.244310028614073,8,0.938,2,0.057509,"Low",99.69,59.801,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2726,"Farmlands",3.57871800019709,0.120748026278682,22,1.379,3,0.046725,"Low",96.29,58.875,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2735,"Woods and shrubs",0.129545535808645,0.00437094170628888,14,1.314,2,0.091925,"High",89.46,60.4662,"C","Woods and shrubs_C_2_High","Woods and shrubs_Wild spaces_C","true","Wild spaces"
2751,"Farmlands",3.52441351669588,0.118915761428394,9,1.086,2,0.084007,"High",100,64.0024,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
2764,"Farmlands",2.54518488421981,0.0858760179670351,11,1.164,2,0.084115,"High",100,64.0768,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
2814,"Woods and shrubs",0.238507110177419,0.00804736858443982,15,1.333,2,0.055714,"Low",99.89,67.487,"C","Woods and shrubs_C_2_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
2879,"Farmlands",0.859520086770836,0.0290007075211693,8,1.153,2,0.087689,"High",88.22,54.2472,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
2943,"Farmlands",15.3430789298286,0.517684404782047,13,0.777,2,0.072202,"High",99.92,59.4185,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
2945,"Woods and shrubs",3.72885200247606,0.125813634815456,8,1.056,2,0.063427,"Low",100,69.7832,"C","Woods and shrubs_C_2_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
2971,"Farmlands",22.2468231829834,0.750620750270943,6,0.385,1,0.057997,"Low",99.84,58.2012,"C","Farmlands_C_1_Low","Farmlands_Natural Park_C","false","Natural Park"
2987,"Woods and shrubs",0.101220266308592,0.00341523064278658,6,1.133,2,0.115406,"High",84.18,55.5348,"C","Woods and shrubs_C_2_High","Woods and shrubs_Wild spaces_C","true","Wild spaces"
2996,"Woods and shrubs",29.6379005975431,1,6,0.136,1,0.050968,"Low",99.8,69.7388,"C","Woods and shrubs_C_1_Low","Woods and shrubs_Natural Park_C","true","Natural Park"
2997,"Farmlands",0.5068533837975,0.0171015278943043,13,1.278,2,0.049341,"Low",99.71,64.3838,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
2998,"Farmlands",0.124398940900993,0.00419729260146398,14,1.314,2,0.063879,"Low",100,64.1578,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
3020,"Farmlands",1.92745605232518,0.0650334879821063,12,1.208,2,0.084179,"High",99.99,63.9936,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
3027,"Farmlands",0.00407729580324085,0.000137570331266272,6,1.136,2,0.066231,"Low",100,58.15,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
3032,"Woods and shrubs",0.12947505284325,0.00436856357005202,18,1.405,3,0.056455,"Low",83.73,58.149,"C","Woods and shrubs_C_3_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
3051,"Woods and shrubs",1.02919207075683,0.0347255389216788,9,1.17,2,0.102536,"High",98.88,67.575,"C","Woods and shrubs_C_2_High","Woods and shrubs_Wild spaces_C","true","Wild spaces"
3074,"Farmlands",1.34723981447899,0.0454566547331854,8,1.137,2,0.05008,"Low",99.44,58.6726,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
3098,"Woods and shrubs",2.22864252795687,0.0751956948037548,14,1.243,2,0.070986,"High",99.48,69.3768,"C","Woods and shrubs_C_2_High","Woods and shrubs_Wild spaces_C","true","Wild spaces"
3110,"Farmlands",1.55547031912722,0.0524824730418377,11,1.198,2,0.102138,"High",99.85,63.904,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
3119,"Woods and shrubs",2.35302948421797,0.0793925830364998,9,1.126,2,0.090496,"High",97.11,67.3781,"C","Woods and shrubs_C_2_High","Woods and shrubs_Wild spaces_C","true","Wild spaces"
3146,"Farmlands",0.00652659683387028,0.000220211172258649,5,1.114,2,0.072242,"High",100,59.5846,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
3147,"Farmlands",0.164356718680289,0.00554549125837591,11,1.244,2,0.070267,"High",98.16,62.8224,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
3152,"Farmlands",19.1665587250757,0.646690836349743,8,0.535,1,0.046039,"Low",99.9,58.3047,"C","Farmlands_C_1_Low","Farmlands_Natural Park_C","false","Natural Park"
3167,"Woods and shrubs",16.9243483188821,0.571037353444835,10,0.656,1,0.05187,"Low",99.72,69.3899,"C","Woods and shrubs_C_1_Low","Woods and shrubs_Natural Park_C","true","Natural Park"
3173,"Woods and shrubs",0.0481517901449231,0.00162466939878038,12,1.271,2,1.953155,"High",100,70,"C","Woods and shrubs_C_2_High","Woods and shrubs_Wild spaces_C","true","Wild spaces"
3174,"Farmlands",0.496718500805025,0.016759571048909,9,1.188,2,0.131092,"High",97.78,62.6476,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
3198,"Farmlands",0.132821346334766,0.00448146945825767,12,1.269,2,0.078911,"High",99.99,63.9936,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
3205,"Farmlands",1.35884843464307,0.0458483363276991,13,1.249,2,0.081637,"High",99.98,63.683,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
3220,"Farmlands",2.09152492532937,0.0705692671599943,4,1.02,2,0.063795,"Low",99.93,61.0662,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
3230,"Farmlands",0.345981952660001,0.0116736322642462,9,1.193,2,0.088141,"High",100,64,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
3237,"Farmlands",0.730539994204491,0.0246488441986694,12,1.248,2,0.080615,"High",99.89,58.34,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
3241,"Farmlands",0.470472114468459,0.0158740027121712,12,1.257,2,0.078319,"High",100,58.0666,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
3266,"Farmlands",0.521160734107484,0.0175842662131975,12,1.255,2,0.095816,"High",99.7,58.1656,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
3300,"Farmlands",1.16074578166961,0.0391642376236942,12,1.234,2,0.090573,"High",100,63.8464,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
3346,"Farmlands",0.578181906318822,0.0195081937202648,8,1.162,2,0.049091,"Low",99.97,64.6546,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
3371,"Farmlands",0.23358927465892,0.00788143795442395,8,1.174,2,0.087533,"High",100,64,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
3373,"Farmlands",4.43010447610759,0.149474301039893,5,0.965,2,0.07244,"High",99.99,58.8177,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
3376,"Parks and public gardens",4.59508313573067,0.155040776947325,3,0.913,2,0.103716,"High",100,64.3687,"C","Parks and public gardens_C_2_High","Parks and public gardens_Wild spaces_C","false","Wild spaces"
3378,"Farmlands",1.35475544387284,0.0457102364391204,8,1.136,2,0.067087,"Low",100,58.3714,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
3388,"Farmlands",0.305187442791683,0.0102972017801079,9,1.195,2,0.068547,"High",79.37,50.7968,"B","Farmlands_B_2_High","Farmlands_Community Supported Agriculture_B","true","Community Supported Agriculture"
3401,"Woods and shrubs",0.122981692961955,0.00414947383189988,19,1.428,3,0.092255,"High",94.45,64.9696,"C","Woods and shrubs_C_3_High","Woods and shrubs_Urban Gardens_C","true","Urban Gardens"
3407,"Farmlands",0.137395766997189,0.00463581307134078,18,1.404,3,0.073564,"High",99.58,63.8088,"C","Farmlands_C_3_High","Farmlands_Urban Gardens_C","false","Urban Gardens"
3415,"Woods and shrubs",0.12817546050048,0.00432471456872033,16,1.36,2,0.417961,"High",99.51,69.657,"C","Woods and shrubs_C_2_High","Woods and shrubs_Wild spaces_C","true","Wild spaces"
