"fid","CAT_LU","PA","PA_norm","FR.analysis.5_NP","FR.analysis.5_FR","Fragmentation","proximity.analysis.5_PI","Proximity","LC_EVAPO_Evapotranspirating","LC_analysis_ET_score","ET_score_2","SuitKey2","compat_key","unique_compat_Compatibility","Suitability.matrix_2_PLU"
2,"Farmlands",0.501944288438592,0.0169358921623552,32,1.71,3,0.049077,"Low",84.84,54.2976,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
6,"Farmlands",0.0132937670182902,0.000448539429253375,13,1.295,2,0.039458,"Low",93.6,60.8838,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
8,"Farmlands",1.94318010162081,0.065564026548557,17,1.32,2,0.037638,"Low",99.94,58.3828,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
12,"Farmlands",3.95392848655953,0.133407846265849,26,1.458,3,0.042633,"Low",93.56,54.5156,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
21,"Farmlands",0.672297731671179,0.0226837163940995,33,1.727,3,0.043394,"Low",80.75,46.835,"B","Farmlands_B_3_Low","Farmlands_Community Supported Agriculture_B","true","Community Supported Agriculture"
41,"Farmlands",3.13948945165266,0.105928199648288,9,1.099,2,0.039418,"Low",82.76,52.847,"B","Farmlands_B_2_Low","Farmlands_Community Supported Agriculture_B","true","Community Supported Agriculture"
42,"Farmlands",0.357310014561885,0.0120558476598543,10,1.215,2,0.041384,"Low",99.73,66.5968,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
49,"Farmlands",0.234950479995882,0.00792736581400636,10,1.219,2,0.047868,"Low",99.9,63.936,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
59,"Farmlands",0.0975782130043877,0.0032923456465225,7,1.156,2,0.034174,"Low",86.6,55.6706,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
70,"Farmlands",2.3347418179505,0.0787755465427279,7,1.08,2,0.033195,"Low",99.94,57.5452,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
77,"Farmlands",1.09964585754396,0.0371026906553267,7,1.122,2,0.089428,"High",89.88,57.8,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
82,"Farmlands",3.00868879923169,0.101514909577674,21,1.375,3,0.050672,"Low",98.37,57.7068,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
94,"Farmlands",1.00555649114794,0.0339280607220641,25,1.534,3,0.04773,"Low",99.89,58.6574,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
98,"Farmlands",0.367723261210512,0.012407196656871,26,1.579,3,0.054059,"Low",90.84,54.15,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
109,"Farmlands",2.93792850994167,0.0991274162713541,17,1.287,2,0.063273,"Low",99.93,58.4166,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
121,"Farmlands",0.0733919622884881,0.00247628748355314,15,1.339,2,0.070497,"High",86.28,55.2192,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
136,"Farmlands",0.0598574236338958,0.0020196242792871,17,1.384,3,0.041435,"Low",92.27,53.5166,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
151,"Farmlands",0.524773261632261,0.0177061549924951,25,1.55,3,0.049357,"Low",99.22,57.5476,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
154,"Farmlands",0.93982272279702,0.0317101651550491,14,1.286,2,0.073679,"High",99.98,58.6968,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
156,"Farmlands",1.4193652436442,0.047890208652696,26,1.543,3,0.052453,"Low",99.08,60.4646,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
158,"Farmlands",0.624230863442337,0.021061912310148,22,1.479,3,0.083202,"High",100,64,"C","Farmlands_C_3_High","Farmlands_Urban Gardens_C","false","Urban Gardens"
166,"Farmlands",1.08779300205711,0.0367027684190048,12,1.236,2,0.087675,"High",95.57,55.4306,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
168,"Farmlands",0.622117151030824,0.0209905944243026,9,1.184,2,0.10924,"High",99.03,57.6342,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
176,"Farmlands",0.109400490616821,0.00369123616758097,8,1.178,2,0.15818,"High",98.07,64.1224,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
177,"Farmlands",3.84370399838125,0.129688807941406,14,1.188,2,0.08143,"High",91.89,53.574,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
178,"Farmlands",0.492702780296866,0.0166240783039035,9,1.188,2,0.137123,"High",94.73,55.2692,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
186,"Farmlands",3.65960334392189,0.123477144809146,18,1.286,2,0.044111,"Low",60.53,35.6624,"A","Farmlands_A_2_Low","Farmlands_Informal Recreational areas_A","false","Informal Recreational areas"
198,"Farmlands",0.187967003429361,0.00634211599471196,10,1.221,2,0.074133,"High",88.86,56.8704,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
199,"Farmlands",0.433939533625729,0.0146413721915817,9,1.19,2,0.055849,"Low",90.44,55.2014,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
200,"Farmlands",0.0145227602110244,0.000490006374210876,9,1.205,2,0.102688,"High",100,63.8938,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
243,"Collective spaces",0.356008740863853,0.0120119419286184,15,1.329,2,0.410635,"High",83.45,53.408,"C","Collective spaces_C_2_High","Collective spaces_Wild spaces_C","false","Wild spaces"
248,"Farmlands",6.16155603434967,0.207894483418992,19,1.224,2,0.058732,"Low",99.91,58.687,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
274,"Collective spaces",0.194415689468675,0.00655969841145872,19,1.425,3,0.297296,"High",86.97,55.6608,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
277,"Collective spaces",0.675245218508102,0.0227831663138812,6,1.113,2,0.215364,"High",62.3,39.872,"B","Collective spaces_B_2_High","Collective spaces_Community Supported Agriculture_B","true","Community Supported Agriculture"
292,"Farmlands",2.67117592443615,0.0901270289251723,22,1.41,3,0.115059,"High",99.72,58.1892,"C","Farmlands_C_3_High","Farmlands_Urban Gardens_C","false","Urban Gardens"
293,"Farmlands",0.734664654298045,0.0247880126286322,18,1.384,3,0.069918,"High",100,64,"C","Farmlands_C_3_High","Farmlands_Urban Gardens_C","false","Urban Gardens"
308,"Parks and public gardens",4.09949447146778,0.138319327240325,18,1.271,2,0.117306,"High",76.51,49.0414,"B","Parks and public gardens_B_2_High","Parks and public gardens_Community Supported Agriculture_B","false","Community Supported Agriculture"
317,"Farmlands",0.479750898514967,0.0161870742813254,30,1.666,3,0.05106,"Low",95.88,55.6104,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
337,"Woods and shrubs",0.402814759151969,0.0135912042024111,28,1.622,3,0.052762,"Low",99.25,60.1104,"C","Woods and shrubs_C_3_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
348,"Farmlands",0.0185350362928119,0.000625382902267658,14,1.317,2,0.040484,"Low",92.75,59.36,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
359,"Farmlands",1.3079160071088,0.044129846606518,24,1.501,3,0.054619,"Low",96.29,61.6256,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
366,"Woods and shrubs",0.723105659856903,0.024398005434867,28,1.612,3,0.05525,"Low",95.58,61.351,"C","Woods and shrubs_C_3_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
392,"Farmlands",0.0366200578337593,0.00123558204513295,14,1.317,2,0.029889,"Low",100,64,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
393,"Farmlands",0.0894091623657732,0.00301671712783817,17,1.383,3,0.030746,"Low",98.82,63.2342,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
401,"Farmlands",1.1363301662128,0.0383404405609957,28,1.598,3,0.047199,"Low",99.95,64.5278,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
404,"Farmlands",0.529006297656271,0.0178489800893699,23,1.505,3,0.033538,"Low",99.84,63.8871,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
412,"Farmlands",0.346368968753144,0.0116866904122709,27,1.602,3,0.037544,"Low",88.78,56.1298,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
421,"Farmlands",17.3918889266661,0.586812445416861,15,0.754,1,0.031574,"Low",99.45,59.229,"C","Farmlands_C_1_Low","Farmlands_Natural Park_C","false","Natural Park"
426,"Woods and shrubs",0.452792460495136,0.0152774809067506,14,1.303,2,0.031002,"Low",99.52,59.0152,"C","Woods and shrubs_C_2_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
439,"Farmlands",0.925549147337149,0.031228566419238,24,1.514,3,0.045114,"Low",98.96,57.3968,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
445,"Farmlands",0.518692382874458,0.017500982607299,23,1.505,3,0.045951,"Low",96.41,61.9397,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
447,"Farmlands",1.5393669013071,0.0519391343607757,27,1.562,3,0.043875,"Low",100,58.2052,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
451,"Woods and shrubs",0.42061757358575,0.0141918815133828,17,1.372,2,0.084978,"High",97.39,58.327,"C","Woods and shrubs_C_2_High","Woods and shrubs_Wild spaces_C","true","Wild spaces"
452,"Woods and shrubs",6.43802940703076,0.217222855776919,24,1.328,2,0.048507,"Low",96.11,58.5777,"C","Woods and shrubs_C_2_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
461,"Farmlands",1.34549489442835,0.0453977801160412,13,1.25,2,0.125242,"High",100,58.15,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
469,"Farmlands",0.135491190538701,0.00457155155415876,25,1.563,3,0.047939,"Low",99.01,65.6326,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
471,"Farmlands",5.30522976649629,0.179001537205239,17,1.207,2,0.088583,"High",99.49,58.1896,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
474,"Farmlands",12.8867622686175,0.434806852334398,11,0.815,2,0.044003,"Low",98.22,58.4859,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
480,"Farmlands",0.197080707742675,0.00664961767767764,17,1.379,3,0.15255,"High",100,64.0612,"C","Farmlands_C_3_High","Farmlands_Urban Gardens_C","false","Urban Gardens"
481,"Farmlands",0.293778980208607,0.00991227361876505,22,1.49,3,0.042555,"Low",99.93,63.4962,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
484,"Woods and shrubs",0.12719405456341,0.00429160136173594,25,1.564,3,0.046622,"Low",97.94,66.5234,"C","Woods and shrubs_C_3_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
485,"Farmlands",0.13158082038525,0.00443961339138029,14,1.314,2,0.039263,"Low",79.55,46.544,"B","Farmlands_B_2_Low","Farmlands_Community Supported Agriculture_B","true","Community Supported Agriculture"
487,"Woods and shrubs",0.211289973888267,0.00712904657983036,19,1.425,3,0.071601,"High",95.44,56.5358,"C","Woods and shrubs_C_3_High","Woods and shrubs_Urban Gardens_C","true","Urban Gardens"
517,"Woods and shrubs",0.475477634493262,0.0160428918684165,25,1.552,3,0.036709,"Low",100,58,"C","Woods and shrubs_C_3_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
542,"Farmlands",1.91343943824759,0.0645605592727512,27,1.549,3,0.045843,"Low",96.67,59.5797,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
544,"Farmlands",1.19713885880616,0.0403921612081186,27,1.574,3,0.0448,"Low",100,59.0155,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
574,"Woods and shrubs",0.127690979795798,0.00430836790802865,13,1.291,2,0.028177,"Low",98.73,57.2262,"C","Woods and shrubs_C_2_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
576,"Farmlands",0.102914954171446,0.00347241039670595,28,1.633,3,0.049286,"Low",99.18,61.4583,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
582,"Farmlands",0.44813637425676,0.0151203818496479,25,1.553,3,0.035868,"Low",97.41,62.0196,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
585,"Woods and shrubs",1.22654199388598,0.0413842400830393,20,1.414,3,0.03928,"Low",98.28,59.1519,"C","Woods and shrubs_C_3_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
591,"Woods and shrubs",2.18142740613404,0.0736026291388153,25,1.494,3,0.035574,"Low",98.63,58.3853,"C","Woods and shrubs_C_3_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
593,"Farmlands",7.71240365658546,0.260220983979709,23,1.263,2,0.042207,"Low",99.93,59.4438,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
596,"Farmlands",0.107653560868915,0.00363229374208238,6,1.132,2,0.0272,"Low",93.73,60.8038,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
600,"Farmlands",2.43421808776595,0.0821319337297373,6,1.054,2,0.028634,"Low",100,58.114,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
601,"Farmlands",1.24231430062428,0.0419164068836667,7,1.117,2,0.029261,"Low",100,62.7037,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
602,"Farmlands",3.78793415626164,0.127807101039257,10,1.099,2,0.033819,"Low",91.26,54.9876,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
613,"Farmlands",3.13679683197645,0.105837349094709,10,1.121,2,0.035218,"Low",100,58.0363,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
635,"Farmlands",0.538022939634389,0.0181532068327063,25,1.55,3,0.056095,"Low",100,58.609,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
637,"Woods and shrubs",0.167053330149917,0.0056364764973861,21,1.471,3,0.058523,"Low",93.28,65.1376,"C","Woods and shrubs_C_3_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
649,"Farmlands",0.316738202127814,0.0106869311166416,8,1.171,2,0.15031,"High",100,58.0078,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
652,"Farmlands",12.4319219872738,0.41946027676145,19,1.013,2,0.067762,"High",99.77,59.6993,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
655,"Farmlands",1.37769803280988,0.0464843327305068,11,1.204,2,0.028889,"Low",99.99,58.3458,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
656,"Farmlands",0.190318741998383,0.00642146502151909,17,1.38,3,0.041059,"Low",96.73,63.2896,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
657,"Farmlands",0.390550066614537,0.0131773863445278,12,1.26,2,0.072607,"High",99.79,64.0849,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
663,"Farmlands",0.830111261357494,0.0280084366510868,20,1.427,3,0.043992,"Low",99.25,58.7704,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
664,"Farmlands",6.25172996432308,0.210937004250609,19,1.221,2,0.047974,"Low",99.55,63.3298,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
671,"Farmlands",0.835378165991411,0.0281861450760335,11,1.222,2,0.09993,"High",99.91,63.9424,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
677,"Woods and shrubs",0.338253167438383,0.0114128585567367,6,1.125,2,0.028693,"Low",100,58,"C","Woods and shrubs_C_2_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
679,"Woods and shrubs",0.285950358305249,0.00964813136356066,21,1.467,3,0.040511,"Low",100,62.1268,"C","Woods and shrubs_C_3_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
685,"Farmlands",6.59262769439393,0.222439091888325,15,1.119,2,0.031917,"Low",99.91,59.3746,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
708,"Farmlands",2.77725592133904,0.0937062297040454,20,1.361,2,0.051015,"Low",97.12,61.2961,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
710,"Farmlands",2.21736647555283,0.0748152342388462,21,1.402,3,0.055372,"Low",99.61,65.0425,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
711,"Farmlands",0.0214422071485315,0.000723472537400607,19,1.431,3,0.049337,"Low",100,64,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
719,"Farmlands",2.23480213904724,0.075403523663633,20,1.38,3,0.045644,"Low",96.75,58.05,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
729,"Farmlands",1.62310802056027,0.0547646084181421,21,1.422,3,0.063648,"Low",99.99,63.2166,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
730,"Farmlands",0.0135135068586722,0.000455953579242128,11,1.25,2,0.029011,"Low",99.31,63.5584,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
740,"Farmlands",0.102009486039863,0.00344185937543497,13,1.292,2,0.088989,"High",99.88,66.204,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
742,"Farmlands",17.9015996898432,0.604010382952942,14,0.714,1,0.031837,"Low",95.14,55.9438,"C","Farmlands_C_1_Low","Farmlands_Natural Park_C","false","Natural Park"
767,"Woods and shrubs",0.354325668355346,0.0119551540835088,18,1.397,3,0.054281,"Low",98.87,49.5632,"B","Woods and shrubs_B_3_Low","Woods and shrubs_Community Supported Agriculture_B","false","Community Supported Agriculture"
772,"Farmlands",2.28174087487028,0.0769872639042264,19,1.355,2,0.048591,"Low",99.63,64.608,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
776,"Farmlands",1.76085569881276,0.0594122951798659,18,1.35,2,0.039683,"Low",99.79,54.7042,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
780,"Woods and shrubs",1.92099872509059,0.0648156140064064,20,1.39,3,0.058652,"Low",99.76,45.1538,"B","Woods and shrubs_B_3_Low","Woods and shrubs_Community Supported Agriculture_B","false","Community Supported Agriculture"
784,"Woods and shrubs",0.571796429482625,0.019292744018786,13,1.276,2,0.094022,"High",100,68.026,"C","Woods and shrubs_C_2_High","Woods and shrubs_Wild spaces_C","true","Wild spaces"
789,"Woods and shrubs",16.1316187578393,0.544290197099067,12,0.729,1,0.041882,"Low",97.11,67.2141,"C","Woods and shrubs_C_1_Low","Woods and shrubs_Natural Park_C","true","Natural Park"
794,"Farmlands",2.52308373354825,0.0851303122920051,13,1.21,2,0.034106,"Low",99.7,58.3732,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
813,"Farmlands",2.48380620590004,0.0838050656700679,5,1.03,2,0.030912,"Low",91.91,56.9306,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
821,"Farmlands",1.43850276007484,0.048535919585144,4,1.042,2,0.032776,"Low",97.76,58.0142,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
822,"Farmlands",3.28949364050637,0.11098942820461,8,1.071,2,0.031799,"Low",99.58,59.443,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
838,"Farmlands",0.0728170028605382,0.00245688801812685,9,1.203,2,0.104586,"High",95.29,61.2904,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
845,"Woods and shrubs",0.390275433662947,0.0131681200690477,9,1.192,2,0.109561,"High",99.24,67.3872,"C","Woods and shrubs_C_2_High","Woods and shrubs_Wild spaces_C","true","Wild spaces"
851,"Woods and shrubs",0.56763485264255,0.0191523299963293,15,1.322,2,0.107948,"High",97.8,67.632,"C","Woods and shrubs_C_2_High","Woods and shrubs_Wild spaces_C","true","Wild spaces"
883,"Woods and shrubs",1.86921692818726,0.0630684660688217,15,1.278,2,0.205639,"High",96.31,57.7384,"C","Woods and shrubs_C_2_High","Woods and shrubs_Wild spaces_C","true","Wild spaces"
891,"Woods and shrubs",0.435897922533373,0.0147074493720891,7,1.144,2,0.217734,"High",96.73,67.576,"C","Woods and shrubs_C_2_High","Woods and shrubs_Wild spaces_C","true","Wild spaces"
909,"Farmlands",0.00441045736172819,0.000148811395976333,14,1.318,2,0.079309,"High",100,64,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
913,"Woods and shrubs",0.0372747911733906,0.00125767312872628,8,1.181,2,0.105865,"High",100,68.3224,"C","Woods and shrubs_C_2_High","Woods and shrubs_Wild spaces_C","true","Wild spaces"
916,"Farmlands",0.428754985034831,0.0144664425074148,10,1.213,2,0.25013,"High",98.6,63.6608,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
938,"Woods and shrubs",0.0522182095778066,0.00176187275498641,7,1.157,2,0.104951,"High",61.03,42.172,"B","Woods and shrubs_B_2_High","Woods and shrubs_Community Supported Agriculture_B","false","Community Supported Agriculture"
940,"Allotment gardens",4.83008981527329,0.162970038966717,16,1.201,2,0.644835,"High",71.79,43.5296,"B","Allotment gardens_B_2_High","Allotment gardens_Community Supported Agriculture_B","true","Community Supported Agriculture"
943,"Farmlands",2.88696731724036,0.0974079559967105,21,1.38,3,0.088121,"High",99.93,57.9624,"C","Farmlands_C_3_High","Farmlands_Urban Gardens_C","false","Urban Gardens"
948,"Collective spaces",0.346996863502103,0.0117078759462088,20,1.443,3,0.164271,"High",94.85,60.704,"C","Collective spaces_C_3_High","Collective spaces_Urban Gardens_C","true","Urban Gardens"
951,"Farmlands",1.16184730290718,0.0392014035907621,21,1.438,3,0.087291,"High",99.9,58.0464,"C","Farmlands_C_3_High","Farmlands_Urban Gardens_C","false","Urban Gardens"
955,"Farmlands",0.460171563410314,0.0155264561299076,19,1.416,3,0.131434,"High",30.71,19.6364,"A","Farmlands_A_3_High","Farmlands_Micro-forest_A","false","Micro-forest"
978,"Farmlands",0.367896536537985,0.012413043067176,20,1.443,3,0.316544,"High",90.1,57.8608,"C","Farmlands_C_3_High","Farmlands_Urban Gardens_C","false","Urban Gardens"
1005,"Farmlands",1.88764125355318,0.06369011352004,19,1.368,2,0.072445,"High",96.71,56.7086,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
1024,"Farmlands",4.98037588322134,0.168040778287589,24,1.377,3,0.089907,"High",87.94,52.2592,"B","Farmlands_B_3_High","Farmlands_Allotment gardens_B","true","Allotment gardens"
1033,"Farmlands",0.210103886638721,0.00708902730634499,20,1.448,3,0.184351,"High",96.07,61.4848,"C","Farmlands_C_3_High","Farmlands_Urban Gardens_C","false","Urban Gardens"
1046,"Farmlands",0.439379012525712,0.0148249033726139,8,1.167,2,0.027218,"Low",97.12,56.4016,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
1047,"Farmlands",1.44502462061783,0.048755970952194,10,1.178,2,0.031776,"Low",59.59,35.2106,"A","Farmlands_A_2_Low","Farmlands_Informal Recreational areas_A","false","Informal Recreational areas"
1048,"Farmlands",3.63170723724608,0.122535913948883,25,1.445,3,0.051255,"Low",96.19,56.2084,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
1049,"Farmlands",7.36370987900568,0.248455853165798,20,1.207,2,0.082617,"High",99.78,58.3344,"C","Farmlands_C_2_High","Farmlands_Wild spaces_C","false","Wild spaces"
1055,"Farmlands",0.229260620278381,0.00773538663859969,22,1.492,3,0.06443,"Low",91.02,57.4185,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
1058,"Farmlands",1.24007575751117,0.0418408771373626,22,1.458,3,0.097681,"High",99.96,63.9744,"C","Farmlands_C_3_High","Farmlands_Urban Gardens_C","false","Urban Gardens"
1061,"Farmlands",2.08199335699009,0.0702476665018129,18,1.339,2,0.053064,"Low",98.27,58.1264,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
1064,"Farmlands",0.813296183420746,0.0274410861438737,13,1.268,2,0.0356,"Low",100,64,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
1074,"Farmlands",0.213400001099219,0.00720024012486597,35,1.788,3,0.045935,"Low",69.85,40.819,"B","Farmlands_B_3_Low","Farmlands_Community Supported Agriculture_B","true","Community Supported Agriculture"
1082,"Farmlands",1.06945593064427,0.0360840649669001,29,1.623,3,0.040338,"Low",100,58.0726,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
1089,"Farmlands",2.36248276630862,0.0797115422711303,34,1.693,3,0.044345,"Low",98.23,59.9974,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
1092,"Farmlands",2.90404828107699,0.0979842776487932,2,0.947,2,0.059212,"Low",98.85,58.0056,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
1104,"Farmlands",0.315507515286696,0.0106454070270028,33,1.739,3,0.047715,"Low",96.13,55.5148,"C","Farmlands_C_3_Low","Farmlands_Wild spaces_C","false","Wild spaces"
1111,"Woods and shrubs",2.90344146711914,0.097963803393005,29,1.561,3,0.044322,"Low",98.21,58.9675,"C","Woods and shrubs_C_3_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
1112,"Woods and shrubs",1.09885576958297,0.0370760326281025,33,1.713,3,0.04482,"Low",100,69.1325,"C","Woods and shrubs_C_3_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
1123,"Farmlands",4.64685632742214,0.156787634540057,30,1.525,3,0.04642,"Low",82.48,48.3814,"B","Farmlands_B_3_Low","Farmlands_Community Supported Agriculture_B","true","Community Supported Agriculture"
1125,"Woods and shrubs",0.474191295665505,0.015999490048388,24,1.529,3,0.038276,"Low",79.91,55.937,"C","Woods and shrubs_C_3_Low","Woods and shrubs_Wild spaces_C","true","Wild spaces"
1129,"Farmlands",0.447426021254063,0.015096414126281,11,1.235,2,0.032403,"Low",100,63.733,"C","Farmlands_C_2_Low","Farmlands_Wild spaces_C","false","Wild spaces"
1143,"Farmlands",0.338685979228187,0.011427461878196,28,1.625,3,0.121893,"High",89.56,57.3248,"C","Farmlands_C_3_High","Farmlands_Urban Gardens_C","false","Urban Gardens"
1144,"Woods and shrubs",0.0469268957783352,0.00158334075060044,29,1.657,3,0.132735,"High",48.4,31.0924,"A","Woods and shrubs_A_3_High","Woods and shrubs_Micro-forest_A","true","Micro-forest"
