fid,VEGETATION,CODE_MN,CODE_100,CODE_25,F_FORMAT,F_REGROUP,F_ESSENCE,OBJECTID,SHAPE_AREA,SHAPE_LEN,ID,CAT_LU,PA,PA_norm,Proximity,Fragmentation,ET_score,SuitKey,ET_score_2,SuitKey2,PLU final,compat_key,reassign_key,Final PLU,LC_analysis_ET_score,LC_EVAPO_Evapotranspirating,FR analysis 5_NP,FR analysis 5_FR,proximity analysis 5_PI,Suitability matrix_PLU,Suitability matrix_2_PLU,unique_compat_Compatibility,unique_reassign_reassign
"2",Cultures et prairies intensives,"10","5","10",,,,"191906",5020.35229153,583.153049742467,"3",Farmlands,0.501944288438592,0.0169358921623552,Low,"3",A,Farmlands_A_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,54.2976,84.84,"32",1.710,0.049077,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"6",Cultures et prairies intensives,"10","5","10",,,,"191162",132.962026235,79.4080049252708,"8",Farmlands,0.0132937670182902,0.000448539429253375,Low,"2",A,Farmlands_A_2_Low,C,Farmlands_C_2_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_Low_C_Wild spaces_false,Community Supported Agriculture,60.8838,93.6,"13",1.295,0.039458,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"8",Cultures et prairies intensives,"10","5","10",,,,"191401",19435.35204165,1140.95085768344,"10",Farmlands,1.94318010162081,0.065564026548557,Low,"2",A,Farmlands_A_2_Low,C,Farmlands_C_2_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_Low_C_Wild spaces_false,Community Supported Agriculture,58.3828,99.94,"17",1.320,0.037638,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"12",Cultures et prairies intensives,"10","5","10",,,,"191408",39546.47737058,970.570289066308,"14",Farmlands,3.95392848655953,0.133407846265849,Low,"3",A,Farmlands_A_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,54.5156,93.56,"26",1.458,0.042633,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"21",Cultures et prairies intensives,"10","5","10",,,,"191646",6724.19766604,487.48711485784,"23",Farmlands,0.672297731671179,0.0226837163940995,Low,"3",A,Farmlands_A_3_Low,B,Farmlands_B_3_Low,Community Supported Agriculture,Farmlands_Community Supported Agriculture_B,Farmlands_3_Low_B_Community Supported Agriculture_true,Community Supported Agriculture,46.835,80.75,"33",1.727,0.043394,Informal Recreational areas,Community Supported Agriculture,true,
"41",Cultures et prairies intensives,"10","5","10",,,,"193470",31400.716394955,1063.5531351798,"48",Farmlands,3.13948945165266,0.105928199648288,Low,"2",A,Farmlands_A_2_Low,B,Farmlands_B_2_Low,Community Supported Agriculture,Farmlands_Community Supported Agriculture_B,Farmlands_2_Low_B_Community Supported Agriculture_true,Community Supported Agriculture,52.847,82.76,"9",1.099,0.039418,Informal Recreational areas,Community Supported Agriculture,true,
"42",Cultures et prairies intensives,"10","5","10",,,,"193475",4715.944601375,495.146361786469,"50",Farmlands,0.357310014561885,0.0120558476598543,Low,"2",C,Farmlands_C_2_Low,C,Farmlands_C_2_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_Low_C_Wild spaces_false,Community Supported Agriculture,66.5968,99.73,"10",1.215,0.041384,Friche,Wild spaces,false,Community Supported Agriculture
"49",Cultures et prairies intensives,"10","5","10",,,,"193257",2349.941343265,245.459703403297,"57",Farmlands,0.234950479995882,0.00792736581400636,Low,"2",B,Farmlands_B_2_Low,C,Farmlands_C_2_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_Low_C_Wild spaces_false,Community Supported Agriculture,63.936,99.9,"10",1.219,0.047868,Community Supported Agriculture,Wild spaces,false,Community Supported Agriculture
"59",Cultures et prairies intensives,"10","5","10",,,,"193270",1255.04366078,296.953282894102,"70",Farmlands,0.0975782130043877,0.0032923456465225,Low,"2",A,Farmlands_A_2_Low,C,Farmlands_C_2_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_Low_C_Wild spaces_false,Community Supported Agriculture,55.6706,86.6,"7",1.156,0.034174,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"70",Cultures et prairies intensives,"10","5","10",,,,"194149",23317.240159425,651.834154432767,"85",Farmlands,2.3347418179505,0.0787755465427279,Low,"2",A,Farmlands_A_2_Low,C,Farmlands_C_2_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_Low_C_Wild spaces_false,Community Supported Agriculture,57.5452,99.94,"7",1.080,0.033195,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"77",Cultures et prairies intensives,"10","5","10",,,,"200957",10998.48695759,816.84200705498,"114",Farmlands,1.09964585754396,0.0371026906553267,High,"2",A,Farmlands_A_2_High,C,Farmlands_C_2_High,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_High_C_Wild spaces_false,Community Supported Agriculture,57.8,89.88,"7",1.122,0.089428,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"82",Cultures et prairies intensives,"10","5","10",,,,"199950",30092.35055062,968.866074589808,"134",Farmlands,3.00868879923169,0.101514909577674,Low,"3",A,Farmlands_A_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,57.7068,98.37,"21",1.375,0.050672,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"94",Cultures et prairies intensives,"10","5","10",,,,"200231",10057.3872978,430.879734156955,"189",Farmlands,1.00555649114794,0.0339280607220641,Low,"3",A,Farmlands_A_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,58.6574,99.89,"25",1.534,0.047730,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"98",Cultures et prairies intensives,"10","5","10",,,,"200235",3677.896904945,522.965229841079,"193",Farmlands,0.367723261210512,0.012407196656871,Low,"3",A,Farmlands_A_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,54.15,90.84,"26",1.579,0.054059,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"109",Cultures et prairies intensives,"10","5","10",,,,"200238",29384.601800775,941.2597407439,"228",Farmlands,2.93792850994167,0.0991274162713541,Low,"2",A,Farmlands_A_2_Low,C,Farmlands_C_2_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_Low_C_Wild spaces_false,Community Supported Agriculture,58.4166,99.93,"17",1.287,0.063273,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"121",Cultures et prairies intensives,"10","5","10",,,,"200242",734.052297175,382.850839580466,"269",Farmlands,0.0733919622884881,0.00247628748355314,High,"2",A,Farmlands_A_2_High,C,Farmlands_C_2_High,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_High_C_Wild spaces_false,Community Supported Agriculture,55.2192,86.28,"15",1.339,0.070497,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"136",Verger,"20","5","10",,,,"200484",598.683508085,99.8862795349221,"336",Farmlands,0.0598574236338958,0.0020196242792871,Low,"3",A,Farmlands_A_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,53.5166,92.27,"17",1.384,0.041435,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"151",Cultures et prairies intensives,"10","5","10",,,,"200490",5248.68336695,289.905654888631,"408",Farmlands,0.524773261632261,0.0177061549924951,Low,"3",A,Farmlands_A_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,57.5476,99.22,"25",1.550,0.049357,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"154",Cultures et prairies intensives,"10","5","10",,,,"200283",9399.924371635,519.42904163235,"441",Farmlands,0.93982272279702,0.0317101651550491,High,"2",A,Farmlands_A_2_High,C,Farmlands_C_2_High,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_High_C_Wild spaces_false,Community Supported Agriculture,58.6968,99.98,"14",1.286,0.073679,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"156",Prairies extensives,"5","3","9",,,,"200492",14196.216257105,748.723491542262,"446",Farmlands,1.4193652436442,0.047890208652696,Low,"3",A,Farmlands_A_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,60.4646,99.08,"26",1.543,0.052453,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"158",Cultures et prairies intensives,"10","5","10",,,,"200496",6243.43851785,549.883940137167,"450",Farmlands,0.624230863442337,0.021061912310148,High,"3",B,Farmlands_B_3_High,C,Farmlands_C_3_High,Allotment gardens,Farmlands_Urban Gardens_C,Farmlands_3_High_C_Urban Gardens_false,Allotment gardens,64,100,"22",1.479,0.083202,Allotment gardens,Urban Gardens,false,Allotment gardens
"166",Cultures et prairies intensives,"10","5","10",,,,"200289",10879.89381697,637.861466212494,"500",Farmlands,1.08779300205711,0.0367027684190048,High,"2",A,Farmlands_A_2_High,C,Farmlands_C_2_High,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_High_C_Wild spaces_false,Community Supported Agriculture,55.4306,95.57,"12",1.236,0.087675,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"168",Cultures et prairies intensives,"10","5","10",,,,"200291",6222.28969818,388.646793486129,"502",Farmlands,0.622117151030824,0.0209905944243026,High,"2",A,Farmlands_A_2_High,C,Farmlands_C_2_High,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_High_C_Wild spaces_false,Community Supported Agriculture,57.6342,99.03,"9",1.184,0.109240,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"176",Cultures et prairies intensives,"10","5","10",,,,"199661",1094.204354815,141.739375780182,"522",Farmlands,0.109400490616821,0.00369123616758097,High,"2",B,Farmlands_B_2_High,C,Farmlands_C_2_High,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_High_C_Wild spaces_false,Community Supported Agriculture,64.1224,98.07,"8",1.178,0.158180,Community Supported Agriculture,Wild spaces,false,Community Supported Agriculture
"177",Cultures et prairies intensives,"10","5","10",,,,"200042",38443.95312265,1095.6588145749,"535",Farmlands,3.84370399838125,0.129688807941406,High,"2",A,Farmlands_A_2_High,C,Farmlands_C_2_High,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_High_C_Wild spaces_false,Community Supported Agriculture,53.574,91.89,"14",1.188,0.081430,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"178",Cultures et prairies intensives,"10","5","10",,,,"200293",4927.91159717,328.31878817597,"546",Farmlands,0.492702780296866,0.0166240783039035,High,"2",A,Farmlands_A_2_High,C,Farmlands_C_2_High,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_High_C_Wild spaces_false,Community Supported Agriculture,55.2692,94.73,"9",1.188,0.137123,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"186",Cultures et prairies intensives,"10","5","10",,,,"199913",36602.69941023,805.701566107408,"585",Farmlands,3.65960334392189,0.123477144809146,Low,"2",A,Farmlands_A_2_Low,A,Farmlands_A_2_Low,Community Supported Agriculture,Farmlands_Informal Recreational areas_A,Farmlands_2_Low_A_Informal Recreational areas_false,Community Supported Agriculture,35.6624,60.53,"18",1.286,0.044111,Informal Recreational areas,Informal Recreational areas,false,Community Supported Agriculture
"198",Cultures et prairies intensives,"10","5","10",,,,"200669",1880.01782525,189.949416630812,"661",Farmlands,0.187967003429361,0.00634211599471196,High,"2",A,Farmlands_A_2_High,C,Farmlands_C_2_High,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_High_C_Wild spaces_false,Community Supported Agriculture,56.8704,88.86,"10",1.221,0.074133,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"199",Cultures et prairies intensives,"10","5","10",,,,"200670",4340.197214255,541.399906616773,"662",Farmlands,0.433939533625729,0.0146413721915817,Low,"2",A,Farmlands_A_2_Low,C,Farmlands_C_2_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_Low_C_Wild spaces_false,Community Supported Agriculture,55.2014,90.44,"9",1.190,0.055849,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"200",Prairies extensives,"5","3","9",,,,"200671",145.25443345,51.5714710126265,"663",Farmlands,0.0145227602110244,0.000490006374210876,High,"2",B,Farmlands_B_2_High,C,Farmlands_C_2_High,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_High_C_Wild spaces_false,Community Supported Agriculture,63.8938,100,"9",1.205,0.102688,Community Supported Agriculture,Wild spaces,false,Community Supported Agriculture
"243",végétation urbaine,"28","2","4",,,,"202096",3560.73590698,290.861756087978,"861",Collective spaces,0.356008740863853,0.0120119419286184,High,"2",A,Collective spaces_A_2_High,C,Collective spaces_C_2_High,Friche,Collective spaces_Wild spaces_C,Collective spaces_2_High_C_Wild spaces_false,Community Supported Agriculture,53.408,83.45,"15",1.329,0.410635,Friche,Wild spaces,false,Community Supported Agriculture
"248",Cultures et prairies intensives,"10","5","10",,,,"202467",109776.5882457,4228.79436469541,"873",Farmlands,6.16155603434967,0.207894483418992,Low,"2",A,Farmlands_A_2_Low,C,Farmlands_C_2_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_Low_C_Wild spaces_false,Community Supported Agriculture,58.687,99.91,"19",1.224,0.058732,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"274",végétation urbaine,"28","2","4",,,,"202350",2363.857798505,459.886924737165,"969",Collective spaces,0.194415689468675,0.00655969841145872,High,"3",A,Collective spaces_A_3_High,C,Collective spaces_C_3_High,Urban Gardens,Collective spaces_Urban Gardens_C,Collective spaces_3_High_C_Urban Gardens_true,Urban Gardens,55.6608,86.97,"19",1.425,0.297296,Micro-forest,Urban Gardens,true,
"277",végétation urbaine,"28","2","4",,,,"201865",466.71724726,92.666873502989,"996",Collective spaces,0.675245218508102,0.0227831663138812,High,"2",A,Collective spaces_A_2_High,B,Collective spaces_B_2_High,Community Supported Agriculture,Collective spaces_Community Supported Agriculture_B,Collective spaces_2_High_B_Community Supported Agriculture_true,Community Supported Agriculture,39.872,62.3,"6",1.113,0.215364,Friche,Community Supported Agriculture,true,
"292",Cultures et prairies intensives,"10","5","10",,,,"202013",26716.686222795,978.573060166541,"1041",Farmlands,2.67117592443615,0.0901270289251723,High,"3",A,Farmlands_A_3_High,C,Farmlands_C_3_High,Allotment gardens,Farmlands_Urban Gardens_C,Farmlands_3_High_C_Urban Gardens_false,Allotment gardens,58.1892,99.72,"22",1.410,0.115059,Micro-forest,Urban Gardens,false,Allotment gardens
"293",Prairies extensives,"5","3","9",,,,"202014",7348.004875355,389.039488228528,"1042",Farmlands,0.734664654298045,0.0247880126286322,High,"3",B,Farmlands_B_3_High,C,Farmlands_C_3_High,Allotment gardens,Farmlands_Urban Gardens_C,Farmlands_3_High_C_Urban Gardens_false,Allotment gardens,64,100,"18",1.384,0.069918,Allotment gardens,Urban Gardens,false,Allotment gardens
"308",végétation urbaine,"28","2","4",,,,"202265",17858.58765956,1790.0584909368,"1097",Parks and public gardens,4.09949447146778,0.138319327240325,High,"2",A,Parks and public gardens_A_2_High,B,Parks and public gardens_B_2_High,Community Supported Agriculture,Parks and public gardens_Community Supported Agriculture_B,Parks and public gardens_2_High_B_Community Supported Agriculture_false,Informal Recreational areas,49.0414,76.51,"18",1.271,0.117306,Informal Recreational areas,Community Supported Agriculture,false,Informal Recreational areas
"317",Cultures et prairies intensives,"10","5","10",,,,"202968",4798.37751822,334.258603686756,"1128",Farmlands,0.479750898514967,0.0161870742813254,Low,"3",A,Farmlands_A_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,55.6104,95.88,"30",1.666,0.051060,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"337",Forêts fermées de feuillus,"9","4","6",,,,"201674",1989.39234489,511.235019784811,"1241",Woods and shrubs,0.402814759151969,0.0135912042024111,Low,"3",A,Woods and shrubs_A_3_Low,C,Woods and shrubs_C_3_Low,Friche,Woods and shrubs_Wild spaces_C,Woods and shrubs_3_Low_C_Wild spaces_true,Wild spaces,60.1104,99.25,"28",1.622,0.052762,Informal Recreational areas,Wild spaces,true,
"348",Cultures et prairies intensives,"10","5","10",,,,"202631",185.3842728,100.716731625754,"1267",Farmlands,0.0185350362928119,0.000625382902267658,Low,"2",A,Farmlands_A_2_Low,C,Farmlands_C_2_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_Low_C_Wild spaces_false,Community Supported Agriculture,59.36,92.75,"14",1.317,0.040484,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"359",Cultures et prairies intensives,"10","5","10",,,,"201914",13081.514558425,556.385138194233,"1291",Farmlands,1.3079160071088,0.044129846606518,Low,"3",B,Farmlands_B_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,61.6256,96.29,"24",1.501,0.054619,Community Supported Agriculture,Wild spaces,false,Community Supported Agriculture
"366",Forêts fermées de feuillus,"9","4","6",,,,"201932",208.489256965,197.122312327296,"1353",Woods and shrubs,0.723105659856903,0.024398005434867,Low,"3",B,Woods and shrubs_B_3_Low,C,Woods and shrubs_C_3_Low,Friche,Woods and shrubs_Wild spaces_C,Woods and shrubs_3_Low_C_Wild spaces_true,Wild spaces,61.351,95.58,"28",1.612,0.055250,Community Supported Agriculture,Wild spaces,true,
"392",Vigne,"19","5","10",,,,"203967",366.269568,126.623707779642,"1488",Farmlands,0.0366200578337593,0.00123558204513295,Low,"2",B,Farmlands_B_2_Low,C,Farmlands_C_2_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_Low_C_Wild spaces_false,Community Supported Agriculture,64,100,"14",1.317,0.029889,Community Supported Agriculture,Wild spaces,false,Community Supported Agriculture
"393",Vigne,"19","5","10",,,,"203968",894.259959675,184.459031780741,"1489",Farmlands,0.0894091623657732,0.00301671712783817,Low,"3",B,Farmlands_B_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,63.2342,98.82,"17",1.383,0.030746,Community Supported Agriculture,Wild spaces,false,Community Supported Agriculture
"401",Prairies extensives,"5","3","9",,,,"205114",11365.415290715,781.869191421304,"1500",Farmlands,1.1363301662128,0.0383404405609957,Low,"3",B,Farmlands_B_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,64.5278,99.95,"28",1.598,0.047199,Community Supported Agriculture,Wild spaces,false,Community Supported Agriculture
"404",Cultures et prairies intensives,"10","5","10",,,,"203971",5291.05487614,331.567067335356,"1512",Farmlands,0.529006297656271,0.0178489800893699,Low,"3",B,Farmlands_B_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,63.8871,99.84,"23",1.505,0.033538,Community Supported Agriculture,Wild spaces,false,Community Supported Agriculture
"412",Cultures et prairies intensives,"10","5","10",,,,"203982",3464.336578435,372.805312818896,"1535",Farmlands,0.346368968753144,0.0116866904122709,Low,"3",A,Farmlands_A_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,56.1298,88.78,"27",1.602,0.037544,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"421",Cultures et prairies intensives,"10","5","10",,,,"204224",173951.510865965,3260.08158601741,"1572",Farmlands,17.3918889266661,0.586812445416861,Low,"1",A,Farmlands_A_1_Low,C,Farmlands_C_1_Low,Agricultural Parks,Farmlands_Natural Park_C,Farmlands_1_Low_C_Natural Park_false,Agricultural Parks,59.229,99.45,"15",0.754,0.031574,Local Urban Parks,Natural Park,false,Agricultural Parks
"426",Végétation arborée perturbée,"8","4","6",,,,"204228",2121.50274216,658.03671506374,"1593",Woods and shrubs,0.452792460495136,0.0152774809067506,Low,"2",A,Woods and shrubs_A_2_Low,C,Woods and shrubs_C_2_Low,Friche,Woods and shrubs_Wild spaces_C,Woods and shrubs_2_Low_C_Wild spaces_true,Wild spaces,59.0152,99.52,"14",1.303,0.031002,Informal Recreational areas,Wild spaces,true,
"439",Cultures et prairies intensives,"10","5","10",,,,"203537",9257.171375235,384.314783015586,"1637",Farmlands,0.925549147337149,0.031228566419238,Low,"3",A,Farmlands_A_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,57.3968,98.96,"24",1.514,0.045114,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"445",Cultures et prairies intensives,"10","5","10",,,,"205376",5187.88863117,820.923850169768,"1655",Farmlands,0.518692382874458,0.017500982607299,Low,"3",B,Farmlands_B_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,61.9397,96.41,"23",1.505,0.045951,Community Supported Agriculture,Wild spaces,false,Community Supported Agriculture
"447",Cultures et prairies intensives,"10","5","10",,,,"205378",15396.53516432,645.493012601194,"1657",Farmlands,1.5393669013071,0.0519391343607757,Low,"3",A,Farmlands_A_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,58.2052,100,"27",1.562,0.043875,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"451",Végétation arborée perturbée,"8","4","6",,,,"206374",3889.91837347,365.68348738822,"1662",Woods and shrubs,0.42061757358575,0.0141918815133828,High,"2",A,Woods and shrubs_A_2_High,C,Woods and shrubs_C_2_High,Friche,Woods and shrubs_Wild spaces_C,Woods and shrubs_2_High_C_Wild spaces_true,Wild spaces,58.327,97.39,"17",1.372,0.084978,Informal Recreational areas,Wild spaces,true,
"452",Forêts fermées de feuillus,"9","4","6",,,,"206376",6056.778123235,498.191686633387,"1664",Woods and shrubs,6.43802940703076,0.217222855776919,Low,"2",A,Woods and shrubs_A_2_Low,C,Woods and shrubs_C_2_Low,Friche,Woods and shrubs_Wild spaces_C,Woods and shrubs_2_Low_C_Wild spaces_true,Wild spaces,58.5777,96.11,"24",1.328,0.048507,Informal Recreational areas,Wild spaces,true,
"461",Cultures et prairies intensives,"10","5","10",,,,"206379",13457.43736727,536.800789940515,"1681",Farmlands,1.34549489442835,0.0453977801160412,High,"2",A,Farmlands_A_2_High,C,Farmlands_C_2_High,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_High_C_Wild spaces_false,Community Supported Agriculture,58.15,100,"13",1.250,0.125242,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"469",Cultures et prairies intensives,"10","5","10",,,,"205610",1355.163719445,152.974800094874,"1695",Farmlands,0.135491190538701,0.00457155155415876,Low,"3",C,Farmlands_C_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,65.6326,99.01,"25",1.563,0.047939,Friche,Wild spaces,false,Community Supported Agriculture
"471",Vigne,"19","5","10",,,,"205613",48085.5046307,1116.82355459651,"1698",Farmlands,5.30522976649629,0.179001537205239,High,"2",A,Farmlands_A_2_High,C,Farmlands_C_2_High,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_High_C_Wild spaces_false,Community Supported Agriculture,58.1896,99.49,"17",1.207,0.088583,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"474",Cultures et prairies intensives,"10","5","10",,,,"205844",128891.5712209,4101.35577005727,"1701",Farmlands,12.8867622686175,0.434806852334398,Low,"2",A,Farmlands_A_2_Low,C,Farmlands_C_2_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_2_Low_C_Wild spaces_false,Community Supported Agriculture,58.4859,98.22,"11",0.815,0.044003,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
"480",Prairies extensives,"5","3","9",,,,"206661",1971.17108349,188.284002272809,"1714",Farmlands,0.197080707742675,0.00664961767767764,High,"3",B,Farmlands_B_3_High,C,Farmlands_C_3_High,Allotment gardens,Farmlands_Urban Gardens_C,Farmlands_3_High_C_Urban Gardens_false,Allotment gardens,64.0612,100,"17",1.379,0.152550,Allotment gardens,Urban Gardens,false,Allotment gardens
"481",Prairies extensives,"5","3","9",,,,"206663",2938.337205105,300.184981999054,"1716",Farmlands,0.293778980208607,0.00991227361876505,Low,"3",B,Farmlands_B_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,63.4962,99.93,"22",1.490,0.042555,Community Supported Agriculture,Wild spaces,false,Community Supported Agriculture
"484",Forêts fermées de feuillus,"9","4","6",,,,"205615",858.04041639,140.289864013906,"1721",Woods and shrubs,0.12719405456341,0.00429160136173594,Low,"3",C,Woods and shrubs_C_3_Low,C,Woods and shrubs_C_3_Low,Friche,Woods and shrubs_Wild spaces_C,Woods and shrubs_3_Low_C_Wild spaces_true,Wild spaces,66.5234,97.94,"25",1.564,0.046622,Friche,Wild spaces,true,
"485",Verger,"20","5","10",,,,"205620",1316.053916705,156.74426402448,"1723",Farmlands,0.13158082038525,0.00443961339138029,Low,"2",A,Farmlands_A_2_Low,B,Farmlands_B_2_Low,Community Supported Agriculture,Farmlands_Community Supported Agriculture_B,Farmlands_2_Low_B_Community Supported Agriculture_true,Community Supported Agriculture,46.544,79.55,"14",1.314,0.039263,Informal Recreational areas,Community Supported Agriculture,true,
"487",Végétation arborée perturbée,"8","4","6",,,,"205847",2113.29031634,299.100772762133,"1725",Woods and shrubs,0.211289973888267,0.00712904657983036,High,"3",A,Woods and shrubs_A_3_High,C,Woods and shrubs_C_3_High,Urban Gardens,Woods and shrubs_Urban Gardens_C,Woods and shrubs_3_High_C_Urban Gardens_true,Urban Gardens,56.5358,95.44,"19",1.425,0.071601,Micro-forest,Urban Gardens,true,
"517",Végétation arborée perturbée,"8","4","6",,,,"206338",4504.48104037,545.323814673371,"1789",Woods and shrubs,0.475477634493262,0.0160428918684165,Low,"3",A,Woods and shrubs_A_3_Low,C,Woods and shrubs_C_3_Low,Friche,Woods and shrubs_Wild spaces_C,Woods and shrubs_3_Low_C_Wild spaces_true,Wild spaces,58,100,"25",1.552,0.036709,Informal Recreational areas,Wild spaces,true,
"542",Cultures et prairies intensives,"10","5","10",,,,"207338",19137.98151955,972.813258582315,"1849",Farmlands,1.91343943824759,0.0645605592727512,Low,"3",A,Farmlands_A_3_Low,C,Farmlands_C_3_Low,Community Supported Agriculture,Farmlands_Wild spaces_C,Farmlands_3_Low_C_Wild spaces_false,Community Supported Agriculture,59.5797,96.67,"27",1.549,0.045843,Informal Recreational areas,Wild spaces,false,Community Supported Agriculture
